1
39 728 300000
30 6 37 69
17 606 34 651
1 185 6 620
17 252 23 485
31 250 36 721
33 112 33 492
34 702 35 708
5 434 20 614
5 535 34 690
7 598 16 628
8 395 14 527
33 580 36 634
5 86 28 646
15 257 22 314
34 460 34 690
30 291 38 449
30 376 38 386
26 193 28 256
16 217 39 616
34 120 38 344
23 503 32 571
13 551 20 638
15 490 30 538
22 613 32 703
5 571 27 725
8 181 11 658
15 385 28 394
25 529 31 696
6 654 14 670
33 52 36 306
18 711 34 719
31 238 34 565
5 552 18 702
31 60 39 226
12 13 24 527
6 726 31 727
23 242 36 402
38 207 39 237
5 164 6 716
31 384 33 534
29 317 39 664
35 310 39 464
10 236 37 533
11 583 24 655
9 275 15 543
8 481 10 579
39 632 39 680
7 291 34 354
20 428 27 662
36 113 36 400
22 583 34 599
23 181 37 423
15 154 23 249
31 537 34 600
33 99 35 591
1 141 34 167
21 564 26 689
18 351 19 480
12 413 16 526
3 518 33 642
38 566 38 648
38 255 39 526
26 45 34 638
14 312 31 623
5 238 7 359
18 616 24 712
13 398 32 433
4 620 24 727
27 583 36 595
21 443 34 658
32 327 36 656
23 660 29 692
5 281 28 435
13 18 21 359
12 298 37 414
18 455 36 600
39 581 39 588
4 654 11 694
25 632 37 666
11 527 32 721
24 605 24 675
22 23 25 698
19 474 31 554
17 182 18 502
29 41 35 497
33 647 36 711
33 497 34 518
17 163 35 406
26 267 39 667
19 134 21 420
9 373 30 663
23 177 33 693
21 474 30 545
5 390 33 493
20 24 30 455
16 55 24 351
24 313 33 447
23 56 32 573
5 19 12 354
21 272 25 681
16 321 22 355
26 52 32 641
37 623 37 641
13 148 14 293
29 210 33 340
23 420 31 525
8 13 10 380
18 532 19 631
6 45 16 169
1 8 34 73
24 614 39 696
36 593 38 604
16 699 31 704
20 610 22 714
15 58 15 95
28 468 31 593
37 678 39 685
26 114 36 580
6 363 8 656
11 286 25 717
6 190 22 330
17 226 23 530
7 419 37 517
32 560 32 684
21 172 33 590
20 419 31 561
31 56 36 229
9 523 12 562
29 554 39 682
37 517 37 629
5 502 33 575
13 9 32 156
34 712 36 720
22 458 32 519
28 461 33 473
13 617 31 633
12 623 38 713
34 18 38 626
13 245 24 670
19 406 30 457
9 649 23 658
14 703 33 704
6 8 12 35
14 87 25 673
6 494 7 690
38 394 39 522
17 191 23 554
25 647 29 706
29 391 34 431
9 363 33 374
9 579 31 602
6 102 15 401
21 118 28 395
26 603 33 610
14 701 21 703
9 548 29 673
19 171 28 191
10 309 13 547
28 293 32 716
35 588 37 697
31 23 31 256
2 519 25 642
11 518 21 625
35 150 39 163
5 60 8 253
14 173 28 438
36 7 36 210
32 227 34 480
28 570 36 637
11 246 22 273
18 426 27 474
32 412 38 663
3 714 30 716
39 515 39 703
24 400 26 520
32 75 37 173
22 494 30 690
3 62 35 128
35 314 38 571
12 303 13 718
16 422 21 645
25 624 39 681
1 568 35 589
21 674 25 725
37 571 38 722
36 489 37 508
30 628 32 703
25 478 30 708
11 247 36 710
19 27 28 323
18 160 31 587
16 586 33 633
25 681 32 701
34 31 39 43
33 226 34 289
4 313 22 527
12 357 32 474
39 621 39 653
7 118 39 120
32 26 35 426
34 561 36 690
1 326 21 547
2 692 39 728
5 152 29 442
33 24 35 40
13 132 35 647
32 492 34 501
8 155 8 171
37 483 39 713
38 312 38 617
21 553 35 692
21 508 36 661
10 561 26 593
11 147 33 514
31 474 39 620
19 148 35 724
9 597 14 728
22 580 26 700
24 361 29 584
22 660 30 688
9 191 39 406
8 271 34 278
11 527 11 609
3 109 4 522
25 137 33 537
14 459 24 596
30 500 30 541
39 96 39 627
20 643 29 662
33 306 34 466
19 219 24 355
9 351 36 464
10 382 38 706
39 236 39 254
11 467 36 495
1 681 15 709
31 548 35 704
4 259 14 716
38 438 38 609
29 665 30 725
16 252 36 283
31 383 36 433
30 349 36 477
30 126 32 278
37 578 37 701
36 354 39 571
19 449 33 704
10 315 32 441
28 708 32 727
21 116 39 440
35 34 37 727
32 711 32 721
9 517 9 672
28 272 37 584
37 83 38 185
4 221 10 328
33 349 38 390
4 332 13 437
12 27 37 272
2 549 6 679
2 710 32 713
2 651 35 714
25 460 25 492
19 72 36 617
1 544 36 606
24 670 30 723
36 631 38 635
15 151 16 576
3 620 23 667
26 126 30 530
12 373 23 474
19 467 27 592
10 307 38 715
29 235 29 619
23 558 34 569
4 221 36 487
10 271 38 582
34 470 37 532
14 636 37 676
28 38 33 314
21 688 28 727
8 521 39 634
2 537 11 708
34 224 36 264
23 272 27 703
1 725 30 725
34 436 37 458
15 522 38 597
16 383 35 692
31 338 35 618
24 415 30 443
4 551 31 578
33 334 33 546
14 170 22 364
10 258 26 265
25 246 39 265
33 110 36 146
30 134 32 144
9 600 30 606
11 338 33 432
21 9 29 587
7 430 27 511
30 456 33 504
27 626 32 708
15 439 27 553
29 563 38 677
8 612 30 631
21 393 35 461
25 146 38 534
13 472 30 578
14 453 21 642
3 375 18 474
29 321 34 633
20 307 35 536
32 556 32 721
14 261 38 350
16 703 17 721
10 144 14 710
1 274 24 607
36 620 38 682
8 5 28 179
24 438 32 494
20 359 24 523
24 429 39 434
6 35 9 534
13 278 38 642
5 502 20 673
36 473 37 476
9 306 14 563
26 42 34 347
23 518 34 587
5 130 25 266
21 699 28 725
31 411 32 658
31 97 37 314
16 7 31 716
4 424 26 517
6 601 15 626
24 663 32 663
15 250 20 652
31 713 39 722
16 318 32 670
37 51 37 59
16 213 39 711
10 127 25 259
16 162 24 726
17 236 19 354
29 431 37 661
23 140 31 606
21 679 31 716
26 477 37 598
9 107 9 717
28 480 30 518
36 598 39 702
17 725 19 728
9 521 20 722
35 325 37 520
35 215 36 315
10 590 37 605
9 362 31 420
11 202 37 490
24 380 36 602
30 545 30 689
23 574 35 644
5 274 33 509
18 29 29 550
8 174 12 368
27 408 28 704
20 46 33 247
35 332 39 720
9 120 24 490
17 112 39 186
18 302 39 562
34 705 39 705
3 310 15 386
7 599 20 673
32 603 33 645
18 55 32 285
12 458 18 645
2 319 28 515
25 542 35 658
3 108 33 397
38 469 38 480
12 47 14 131
35 113 38 244
27 59 31 431
21 216 24 293
16 417 17 498
15 252 31 364
10 685 25 688
10 691 18 704
23 239 34 518
4 304 21 327
16 362 34 516
1 88 32 538
14 544 29 621
26 719 34 720
14 716 20 726
6 113 13 573
39 695 39 712
20 553 37 708
7 428 34 518
33 589 35 723
8 307 24 646
28 151 36 660
20 146 23 583
31 646 33 696
1 415 1 593
34 91 39 209
24 672 29 726
9 636 37 709
23 275 32 502
18 237 33 495
39 574 39 648
37 394 39 578
1 40 38 537
31 158 34 418
1 246 35 518
34 431 39 599
8 455 32 495
37 328 39 407
13 184 24 396
29 205 36 205
17 433 24 523
23 395 27 644
6 702 11 711
21 29 28 427
1 375 19 645
31 344 38 417
23 240 27 466
34 56 38 715
38 474 38 508
17 265 33 535
36 145 39 178
26 39 39 57
20 452 27 681
3 46 3 597
32 55 34 356
10 482 25 698
17 708 38 723
37 552 39 664
1 534 1 614
16 196 16 348
7 612 29 670
6 472 33 502
9 604 13 691
23 396 31 465
34 414 35 667
30 392 39 472
4 397 15 434
15 60 27 246
26 241 38 645
9 345 37 346
19 136 26 453
3 29 29 49
34 544 39 724
1 258 1 536
18 630 38 667
19 511 38 667
3 395 9 440
34 406 34 501
21 34 34 325
22 157 23 561
3 75 10 654
13 429 23 702
27 170 35 620
35 70 35 85
31 137 39 633
16 497 20 682
7 410 7 474
20 684 38 706
8 358 15 582
38 314 38 610
25 337 25 432
34 8 37 129
3 211 3 677
32 305 38 638
7 152 9 617
3 627 4 678
33 49 39 587
27 608 30 639
34 465 34 563
12 718 24 724
2 89 23 505
22 87 28 206
26 517 35 599
19 289 30 502
36 180 37 428
30 407 36 670
1 108 20 340
36 238 36 548
23 204 34 504
6 681 29 702
37 56 38 600
10 558 27 691
14 552 26 574
13 87 19 419
16 465 33 612
28 106 35 473
29 419 37 685
34 561 38 610
30 441 36 675
36 683 37 705
32 420 37 637
8 609 31 630
24 33 28 650
7 226 29 456
21 126 32 210
30 231 32 475
29 641 31 696
34 503 38 523
33 721 37 725
33 580 35 677
